description,image_urls,images,misc,ranking,rating,season,title
"Otonokizaka High School has been saved! Despite having to withdraw from the Love Live!, the efforts of μ's were able to garner enough interest in their school to prevent it from being shut down. What more, following the conclusion of the first, a second Love Live! is announced, this time on an even larger stage than before. Given a chance for redemption, the nine girls come together once more to sing their hearts out and claim victory.,
 ,
However, with the end of the school year approaching, the graduation of the third years draws near. As they attempt to reach the top of the Love Live!, they must also consider their future and choose what path the group will take. Though the question of whether to continue without the third years or disband weighs heavily on the minds of its members, μ's must quickly come to an answer with graduation right around the corner.,
 ,
, continues the story of the girls as they laugh, cry, sing, and dance in their journey to determine the future of their group and conquer the Love Live! in their last chance to win with all nine girls together.,
,
[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/10/59101.jpg,"[{'url': 'https://cdn.myanimelist.net/images/anime/10/59101.jpg', 'path': 'full/527a66d10f9e4231589878ac487fc6a594037fad.jpg', 'checksum': '1d5dba5aebece81493b5817f872047c8', 'status': 'downloaded'}]",Music;Slice of Life;School,#882,7.78,Spring 2014,Love Live! School Idol Project 2nd Season
"At the end of season 2. Yuuri defeats Shinou, but since Shinou had been defeated, Yuuri and Murata could no longer go to the Shin Makoku. However, because Yuuri had fought and defeated him, his powers had surpassed that of Shinou's, resulting in him being able to rely on his own power to return to Shin Makoku.,
,
After the ceremony at the age of 16, Yuuri slowly begins to discover that much has happened while he was away. The ten officials of the noble family have decided to make Wolfram the next Maou, but now that Yuuri has returned and taken back his role as Maou, complications arise when one noble disagrees with Yuuri returning to the throne.,
,
In addition, an ancient secret society that threatens the peace of both humans and Mazoku has risen, and a fight for the throne that now leaves the nobles wondering who is the legitimate Maou. ",https://cdn.myanimelist.net/images/anime/7/22639.jpg,"[{'url': 'https://cdn.myanimelist.net/images/anime/7/22639.jpg', 'path': 'full/d0f89ea2a37a1b53d8ca7a8787b00466bc44a731.jpg', 'checksum': '262a92a9221000f922d950a93ee0c05f', 'status': 'downloaded'}]",Adventure;Comedy;Demons;Fantasy;Shoujo,#881,7.78,Spring 2008,Kyou kara Maou! 3rd Series
"In a country called Vesparand, a new mineral with super stealth properties has been discovered which attracts Lupin's attention. At the same time the untimely deaths of Queen Sakura and her son, Prince Gill, leave Princess Mira next in succession to the throne. During a trip to Japan, Princess Mira finds her double in Ran and takes the opportunity to trade places, which ends with Ran being spirited away to Vesparand with Conan, Zenigata, Kogoro Mouri, Lupin and Fujiko in tow. There they meet a waiting Jigen and solve the mystery of the deaths of the Queen and Prince.,
,
(Source: ANN) ,
",https://cdn.myanimelist.net/images/anime/11/27602.jpg,"[{'url': 'https://cdn.myanimelist.net/images/anime/11/27602.jpg', 'path': 'full/4ad709ac6644df0530820a1d3338176b4e85359e.jpg', 'checksum': '5902c1c29426ff6deffe063653665cdc', 'status': 'downloaded'}]",Action;Adventure;Comedy;Mystery;Shounen,#883,7.78,,Lupin III vs. Detective Conan
"It's the summer of 1945. 3 years have elapsed since the war between Japan and USA began. Gen is a young boy living a struggling yet satisfying life in the city of Hiroshima, that has been strangely spared by the bombing taken in almost every other Japanese City. Food is scarce, and Gen's family is suffering from severe malnutrition, which endangers his pregnant mother. There isn't much spare time as Gen and his little brother Shinji help their father and mother at work and try to make sure their family survives the tough times. Little do they know, what the Americans have in store for the city of Hiroshima and as of the 6th of August 1945, their lives are about to change dramatically.,
,
(Source: ANN) ",https://cdn.myanimelist.net/images/anime/12/10128.jpg,"[{'url': 'https://cdn.myanimelist.net/images/anime/12/10128.jpg', 'path': 'full/ab56cbf672cde1d581d6f3d92a457bfeed293c21.jpg', 'checksum': '3086c37ffba7e379f42657a3fdd44e3d', 'status': 'downloaded'}]",Drama;Historical,#879,7.78,,Hadashi no Gen
"In an alternate history, following World War II, civil unrest and terrorism run rampant in a devastated Japan under foreign occupation. During a botched interception of underground munitions being transferred by a terrorist organization, Constable Kazuki Fuse, a soldier in an elite counter-terrorism unit, witnesses the true terror of human nature. He fails to prevent a teenage girl from carrying out a desperate suicide bombing that subsequently causes immense destruction to Tokyo. With mental scars and his competence under question, Kazuki is sent back to the military academy for re-evaluation. Unbeknownst to him, he will soon be caught up in a web of government conspiracies that have the power to determine the future of all of Japan.,
,
, is a heart-wrenching tale of a man treading the fine line between human and beast, ultimately discovering to which side he truly belongs.,
,
[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/1323/103343.jpg,"[{'url': 'https://cdn.myanimelist.net/images/anime/1323/103343.jpg', 'path': 'full/58f163f9f8246f46e4627a89c0637a7f491799b9.jpg', 'checksum': '48425e644c5949401090d3fef5719bfa', 'status': 'downloaded'}]",Military;Police;Psychological;Drama;Romance,#880,7.78,,Jin-Rou
"While at school, Taniyama Mai and her friends like to exchange ghost stories. Apparently, there is an abandoned school building on their campus that is the center of many ghost stories. During the story, they are interrupted by a mysterious male figure. The person turns out to be Shibuya Kazuya, a 17-year-old who is president of the Shibuya Psychic Research Company. He was called by the principal to investigate the stories surrounding the abandoned school building.,
,
The next day, on the way to school, Mai passes the school building in question. While examining a strange camera she spotted inside, she gets surprised by Kazuya's assistant. Unknowingly interfering with the investigation, Mai breaks the camera and Kazuya's assistant gets injured.,
,
Kazuya forcefully hires Mai in order to pay for the camera and replace his injured assistant. From that point on, Mai begins to learn about the paranormal world and the profession of ghost hunting.,
,
[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/11/73908.jpg,"[{'url': 'https://cdn.myanimelist.net/images/anime/11/73908.jpg', 'path': 'full/88a4b316fc3792f09eecf2c39c40db6f2ff81709.jpg', 'checksum': 'c5f89f553795cdf1bfbc3bc5c6348a02', 'status': 'downloaded'}]",Mystery;Comedy;Horror;Supernatural;Shoujo,#878,7.78,Fall 2006,Ghost Hunt
Mini anime series featuring the girls from Girls Band Party!,https://cdn.myanimelist.net/images/anime/1341/92872.jpg,"[{'url': 'https://cdn.myanimelist.net/images/anime/1341/92872.jpg', 'path': 'full/4798a448c2c4a33889d9c1c01591d53cec2303fa.jpg', 'checksum': '8c3e317da68b0a0e42d87f08f65c8a9f', 'status': 'downloaded'}]",Music;Comedy,#876,7.78,,BanG Dream! Garupa☆Pico
"Magic is not real—everyone knows that. When performed by a true expert, however, magic possesses the ability to amaze and wonder its audience. Kaito Kuroba, son of world-famous stage magician Touichi Kuroba, is no stranger to this fact. Well-versed in the arts of deception and misdirection, Kaito frequently disrupts the lives of those around him with flashy tricks and pranks. But when Kaito accidentally stumbles upon a hidden passage in his home, he discovers a secret that may well have been the cause of his father's death eight years ago—the dove-white outfit of Kid the Phantom Thief. Wanting to find out more about his father, Kaito dons the outfit and searches for the Pandora Gem that is said to grant immortality. However, he is not the only one after the gem—the organization responsible for his father's death is also hot on his tail!,
,
, follows the rebirth of Kaitou Kid, phantom thief of the night. Utilizing his dummies, disguises, and signature card gun, Kaito sets out to steal the world's most precious jewels, uncovering the truth behind his father's death and the rumored Pandora Gem along the way.,
,
[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/13/46095.jpg,"[{'url': 'https://cdn.myanimelist.net/images/anime/13/46095.jpg', 'path': 'full/767ba9e5f0e00735a9f10fb8b40d80dff4c45130.jpg', 'checksum': '4983e64f135b23098c9548c064a1fe16', 'status': 'downloaded'}]",Adventure;Comedy;Romance;Shounen,#873,7.79,,Magic Kaito
"After the conclusion of the Sakura Card Arc, life is going back to normal. There are no more mysteries, no more disturbances of evil, no more tests of strength. Everyone is moving on with their lives and Sakura feels a sadness in her heart. Even through the goodbyes, Sakura perseveres to keep everyone and a special someone, dear to her heart.",https://cdn.myanimelist.net/images/anime/10/89305.jpg,"[{'url': 'https://cdn.myanimelist.net/images/anime/10/89305.jpg', 'path': 'full/1c66b3fa23a366f5394c1b3c25ae138172dea08b.jpg', 'checksum': '1c1eac0cc7034a6d50b181de0c822c1a', 'status': 'downloaded'}]",Fantasy;Romance;Shoujo,#877,7.78,,Cardcaptor Sakura: Clear Card-hen Prologue - Sakura to Futatsu no Kuma
"After seeing her jump onto a subway at the last second and getting her ankle crushed between the doors, Nishi reconnects with his high school sweetheart, Myon. Nishi is still very much in love with Myon, but is shocked to learn that she is engaged to another man. Nishi agrees to meet Myon's fiancé at her family's Yakitori restaurant, but members of the Yakuza storm the joint and murder Nishi when he tries to stop them from raping Myon.,
,
Nishi, now dead, wakes up and meets a constantly shapeshifting god, who mocks him for dying. The god tells Nishi to walk into a portal and disappear from existence, which Nishi rejects, choosing instead to sprint past the god and reanimate. With a new outlook on life and knowledge of how the Yakuza are going to attack him, Nishi kills one of the Yakuza with his own gun, fleeing in a stolen car with Myon and her sister.,
,
Acclaimed director Masaaki Yuasa's debut film, ,'s constantly shifting visuals tell a story about living one's life without regrets that is unlike any other.,
,
[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/1861/112656.jpg,"[{'url': 'https://cdn.myanimelist.net/images/anime/1861/112656.jpg', 'path': 'full/8be67b0c7ffee3d8a4b6671fcf48584958b8815a.jpg', 'checksum': '6dc09e5e7f9c91ac00aa8b7cc20a721d', 'status': 'downloaded'}]",Adventure;Comedy;Dementia;Psychological;Romance,#875,7.79,,Mind Game
"Yumi and the Yamayuri Council have found two new helpers in Kanako and Toko. Unfortunately, their assistance comes with tension, as neither girl is particularly fond of the other and both seem likely candidates to be Yumi's petite soeur. Will either be a good fit for Yumi? As the school year marches on, the work for the Yamayuri Council piles up, and pressure begins to mount for Yumi to make her final decision.,
,
(Source: RightStuf)",https://cdn.myanimelist.net/images/anime/4/75206.jpg,"[{'url': 'https://cdn.myanimelist.net/images/anime/4/75206.jpg', 'path': 'full/d71f942e4dc71c83822b30a0330dc4654869c2ea.jpg', 'checksum': 'd8fb2ded085a60d7f1455766942ae877', 'status': 'downloaded'}]",School;Shoujo;Shoujo Ai;Slice of Life,#874,7.79,Winter 2009,Maria-sama ga Miteru 4th
"Lupin III chronicles the adventures of Arsene Lupin III, the world's greatest thief, and his partners in crime: master marksman Daisuke Jigen, beautiful and scheming Fujiko Mine and stoic samurai Goemon Ishikawa XIII. Lupin and his gang travel around the globe in search of the world's greatest treasures and riches and always keeping one step ahead of the tireless Inspector Zenigata, who has vowed to bring Lupin to justice. ,
,
(Source: ANN)",https://cdn.myanimelist.net/images/anime/7/34035.jpg,"[{'url': 'https://cdn.myanimelist.net/images/anime/7/34035.jpg', 'path': 'full/0dc405882873e813bf6d1b1c3fa989c862cc7cd2.jpg', 'checksum': '30b33f0da0cabdab1ab2c4fd689778b5', 'status': 'downloaded'}]",Action;Adventure;Mystery;Comedy;Seinen,#872,7.79,Fall 1977,Lupin III: Part II
"The second part of , continuing the story.",https://cdn.myanimelist.net/images/anime/6/38417.jpg,"[{'url': 'https://cdn.myanimelist.net/images/anime/6/38417.jpg', 'path': 'full/1834cce6f18cd5b56ee90d9caa96d910f76b28de.jpg', 'checksum': 'a1e3eff47568aa5558c67f0527ce49b1', 'status': 'downloaded'}]",Comedy;Drama;Romance;Shounen Ai,#871,7.79,Fall 2008,Junjou Romantica 2
"Remi is a boy living happily with his mother in the French countryside. But everything changes when his estranged father comes home and, in desperate need of money, reveals that Remi is adopted, and sells him. Heartbroken, Remi ends up with Vitalis, a traveling musician, and his troupe of animal entertainers. Together, they travel the country in search for Remi's real parents, along the way learning the harsh lessons of life. A deeply moving story about friendship, loss and the pursuit of happiness. ,
,
(Source: AniDB)",https://cdn.myanimelist.net/images/anime/9/76757.jpg,"[{'url': 'https://cdn.myanimelist.net/images/anime/9/76757.jpg', 'path': 'full/8107d62a511dcb515a52adc738f62f383bb73838.jpg', 'checksum': '339a90605299a8378a864b9ed2d89dd4', 'status': 'downloaded'}]",Adventure;Drama;Historical;Kids;Slice of Life,#870,7.79,Fall 1977,Ie Naki Ko
"Hell is a bureaucracy, and business is running smoother than ever thanks to the demonic efficiency of Hoozuki, chief deputy to Lord Enma, the King of Hell. Whether offering counsel to the Momotarou of Japanese folklore or receiving diplomatic missions from the Judeo-Christian Hell, the demon who runs the show from behind the king's imposing shadow is ready to beat down any challenges coming his way into a bloody pulp. Metaphorically, of course...,
,
The poster boy for micromanagement and armed with negotiation skills worthy of Wall Street, , follows the sadistic and level-headed Hoozuki as he spends his days troubleshooting hell. With an abundance of familiar faces from popular Japanese legends and East Asian mythology working middle management positions, this referential and anachronistic dark comedy brings new meaning to the phrase ""employer liability."" Just how hard could it be to manage employees from hell, anyway?,
,
[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/7/87177.jpg,"[{'url': 'https://cdn.myanimelist.net/images/anime/7/87177.jpg', 'path': 'full/2669b290769e0ab5e789ea27a386f0775a371db0.jpg', 'checksum': 'c9cb944241372f303ebb47c3ea401d33', 'status': 'downloaded'}]",Comedy;Demons;Supernatural;Fantasy;Seinen,#869,7.79,Winter 2014,Hoozuki no Reitetsu
"Young flower enthusiast Tsubomi Hanasaki is often modest and quiet. But with her family moving to a new town, she aims to reinvent her image at her new school as someone more confident and outgoing. On moving day, she dreams of a mysterious tree in the sky guarded by a warrior named ""Cure Moonlight."",
,
Tsubomi quickly learns that this was no ordinary dream when she encounters two mysterious fairies—Chypre and Coffret—who are being hunted down by a strange woman. When the woman summons a giant monster to attack the city, Tsubomi finds herself transforming into a warrior to fight the enemy! Taking on the alias ""Cure Blossom,"" Tsubomi learns that the woman is part of a villainous group that aims to turn the world into a lifeless desert, with her new duty being to stop it from happening. As Tsubomi continues to battle more monsters and uncover the secrets behind Cure Moonlight, will she find the confidence needed to overcome her timid nature?,
,
[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/2/25915.jpg,"[{'url': 'https://cdn.myanimelist.net/images/anime/2/25915.jpg', 'path': 'full/25afd0a308d9281ff1e2657267047fadf46ade4e.jpg', 'checksum': 'a0e101cdd7c899a7c83659333504f78a', 'status': 'downloaded'}]",Action;Slice of Life;Comedy;Magic;Fantasy;School;Shoujo,#867,7.79,Winter 2010,Heartcatch Precure!
"Even though studying at a prestigious art school like Yamabuki is hard work, the girls who live at the Hidamari Apartments always manage to squeeze in time for a little fun and exploration. And when they actually get a day off? Watch out world! Yuno, Sae, Hiro, Miyako and new students Nori and Nazuna return to create another masterpiece of life as art, with all new adventures that include swimming, pajama parties, trips to the art museum and even an all-you-can-eat diner courtesy of the landlady! Of course, there’s always a little housework that has to be squeezed in, but with a pinch of resourcefulness and a dash of creativity, even the most onerous of chores can be turned into something magical. ,
,
(Source: Sentai Filmworks) ",https://cdn.myanimelist.net/images/anime/9/34085.jpg,"[{'url': 'https://cdn.myanimelist.net/images/anime/9/34085.jpg', 'path': 'full/a8b5b9da59c5c0153895a77bf982585eeed9d6fa.jpg', 'checksum': '5f4654a605048123e9ce2141fd86bae4', 'status': 'downloaded'}]",Slice of Life;Comedy;School;Seinen,#868,7.79,,Hidamari Sketch x SP
"Cocoa visits her family, in the mountains, after quite some time again after her sister Mocha wrote her, through a letter, to come back soon. Her friends will have to spend a week in the town without her, while Cocoa has time with her family that she hasn't seen for a long time. But Chino, Cocoa's self proclaimed little sister, wants to go watch, with Cocoa and all her friends, the fireworks in the fireworks festival, which is coming up in less than a week. Cocoa decides to return early as she misses them all, but will she arrive in time for the climax of the festival?,
,
(Source: TMDB)",https://cdn.myanimelist.net/images/anime/1223/95215.jpg,"[{'url': 'https://cdn.myanimelist.net/images/anime/1223/95215.jpg', 'path': 'full/a4f4a60aceac8ed658a4a34fcc4b90a16efbeaab.jpg', 'checksum': '323445eed08edd8a23b7d16ee1e12f81', 'status': 'downloaded'}]",Slice of Life;Comedy,#866,7.79,,Gochuumon wa Usagi Desu ka??: Dear My Sister
"""The Everlasting Guilty Crown"" is the second single by the music group EGOIST and is used as the second opening theme song of ,. The limited edition release includes a DVD with a music video of the song's TV edit, animated in 3D CGI.",https://cdn.myanimelist.net/images/anime/12/47807.jpg,"[{'url': 'https://cdn.myanimelist.net/images/anime/12/47807.jpg', 'path': 'full/951fb67e1dfc5a87f32b5e0a9e36f023b960f669.jpg', 'checksum': 'f2009f6f13f8074d0ee40f7dffb6b430', 'status': 'downloaded'}]",Music,#863,7.79,,The Everlasting Guilty Crown
"The film will revolve around a mystery that happens on the day of the ""Justice Day"" festival that celebrates Sternbild's legendary goddess.,
,
(Source: ANN)",https://cdn.myanimelist.net/images/anime/9/56915.jpg,"[{'url': 'https://cdn.myanimelist.net/images/anime/9/56915.jpg', 'path': 'full/fb3015e0c3b79e6468ac2a95bd26ee728f09db53.jpg', 'checksum': '1369ca04f2fd82ed98b8034b215231e6', 'status': 'downloaded'}]",Action;Mystery;Comedy;Super Power,#864,7.79,,Tiger & Bunny Movie 2: The Rising
"
Annie Leonhart has a job to do—and a resulting absence that must stay off her record at all costs. With no one else to turn to, she asks her comrade Hitch Dreyse to cover for her. She agrees but puts forward a single condition: Annie must solve the fruitless missing person case Hitch was assigned. The case revolves around Carly Stratmann, a university graduate and the daughter of wealthy businessman Elliot Stratmann. With only a single day to solve the case and the underground of the Stohess District crawling with thugs, Annie must put her all into finding this girl. Yet, every answer she uncovers only leads to further questions—how has the illegal drug coderoin found its way to Stohess, what is Elliot hiding, and where has Carly disappeared to?,
,
,
With worry for Eren Yeager gripping her heart, Mikasa Ackerman begins to remember. She remembers her conversations with Armin Arlert, her concern for her friends, and most painfully, the time she had almost lost everything. As fear takes control, she begins to experience an alternate version of her past—some things can be changed, but are there events so inescapable that she can't even prevent them in her dreams?,
,
[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/3/89417.jpg,"[{'url': 'https://cdn.myanimelist.net/images/anime/3/89417.jpg', 'path': 'full/84e9629786672380c8e0f3ba735529c3b0ad458f.jpg', 'checksum': '204cb2221dcbb5fd757462be6f1b142f', 'status': 'downloaded'}]",Action;Horror;Supernatural;Drama;Fantasy,#861,7.79,,Shingeki no Kyojin: Lost Girls
"In the distant future, humanity has found a way to live forever by purchasing mechanical bodies, but this way to immortality is extraordinarily expensive. An impoverished boy, Tetsurou Hoshino, desires to purchase a pass on the Galaxy Express 999—a train that travels throughout the universe—because it is said that at the end of the line, those aboard can obtain a mechanical body for free. When Tetsurou's mother is gunned down by the villainous machine-man hybrid Count Mecha, however, all seems lost.,
 ,
Tetsurou is then saved from certain death by the mysterious Maetel, a tall woman with blonde hair and a striking resemblance to his mother. She gives him a pass to the Galaxy Express under one condition: that they travel together. Thus, Tetsurou begins his journey across the universe to many unique planets and thrilling adventures, in hopes of being able to attain that which he most desires.,
,
[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/7/27801.jpg,"[{'url': 'https://cdn.myanimelist.net/images/anime/7/27801.jpg', 'path': 'full/d9e5f29f5c688fbb9c477b0fda827326234adc39.jpg', 'checksum': 'a70418956cf351ef8a8f6d4b69f10c30', 'status': 'downloaded'}]",Sci-Fi;Adventure;Space;Drama,#865,7.79,Fall 1978,Ginga Tetsudou 999
"Tokyo has become a cruel and merciless city—a place where vicious creatures called ""ghouls"" exist alongside humans. The citizens of this once great metropolis live in constant fear of these bloodthirsty savages and their thirst for human flesh. However, the greatest threat these ghouls pose is their dangerous ability to masquerade as humans and blend in with society.,
,
Based on the best-selling supernatural horror manga by Sui Ishida, , follows Ken Kaneki, a shy, bookish college student, who is instantly drawn to Rize Kamishiro, an avid reader like himself. However, Rize is not exactly who she seems, and this unfortunate meeting pushes Kaneki into the dark depths of the ghouls' inhuman world. In a twist of fate, Kaneki is saved by the enigmatic waitress Touka Kirishima, and thus begins his new, secret life as a half-ghoul/half-human who must find a way to integrate into both societies.,
,
[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/5/64449.jpg,"[{'url': 'https://cdn.myanimelist.net/images/anime/5/64449.jpg', 'path': 'full/8e44955cf8c3d9f3b3ce0fed9d1dc46b528c89dd.jpg', 'checksum': '42bd76008ccef20da79968b74d942d00', 'status': 'downloaded'}]",Action;Mystery;Horror;Psychological;Supernatural;Drama;Seinen,#855,7.80,Summer 2014,Tokyo Ghoul
" is the magnificent story of the conflict between good and evil that takes place in the city of Kawasaki. Sunred, ally of justice, is dedicated to stopping the evil organization Florsheim on their quest for world domination, while General Vamp and his minions are constantly thinking up new schemes to defeat Sunred. In what sounds like a typical story, the characters make all the difference. ,
,
Our hero Sunred is rude, violent, and lazy, playing pachinko all day and leeching off of his girlfriend Kayoko Uchida. Meanwhile General Vamp is polite, conscientious, and an ideal homemaker who cooks, mothers his minions, and discusses housekeeping with Kayoko, who bickers constantly with Sunred. Even the monsters of Florsheim tend to be adorable and harmless.,
,
Each episode is comprised of several shorts weighing in at anywhere from a few minutes to a few seconds, and explores the daily lives of these sworn enemies. This is the story of the battle between good and evil that takes place in Kawasaki.,
,
[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/11/11740.jpg,"[{'url': 'https://cdn.myanimelist.net/images/anime/11/11740.jpg', 'path': 'full/190e453470cd8b7c37280a23e438ea8161aca040.jpg', 'checksum': 'b2bea47c0f688ee5f3380348669360b3', 'status': 'downloaded'}]",Comedy;Parody;Super Power;Seinen,#862,7.79,Fall 2008,Tentai Senshi Sunred
Recap of episodes 14-25. ,https://cdn.myanimelist.net/images/anime/2/72510.jpg,"[{'url': 'https://cdn.myanimelist.net/images/anime/2/72510.jpg', 'path': 'full/4223c9b9c03d490ed334abcabef3e97144d9c090.jpg', 'checksum': '051c3e97a1f69300e1231f6078f4160b', 'status': 'downloaded'}]",Action;Super Power;Drama;Fantasy;Shounen,#859,7.79,,Shingeki no Kyojin Movie 2: Jiyuu no Tsubasa
"Eren Yeager and others of the 104th Training Corps have just begun to become full members of the Survey Corps. As they ready themselves to face the Titans once again, their preparations are interrupted by the invasion of Wall Rose—but all is not as it seems as more mysteries are unraveled. As the Survey Corps races to save the wall, they uncover more about the invading Titans and the dark secrets of their own members.,
 ,
[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/1710/95650.jpg,"[{'url': 'https://cdn.myanimelist.net/images/anime/1710/95650.jpg', 'path': 'full/158d90f352c5614700a752a3f7f637ff8c5bd36b.jpg', 'checksum': 'c3863c77cf66fe95b1c719eb431a70d0', 'status': 'downloaded'}]",Action;Drama;Fantasy;Shounen;Super Power,#860,7.79,,Shingeki no Kyojin Season 2 Movie: Kakusei no Houkou
"The official website of the Shiki television anime series confirmed on Saturday that the anime's eighth and ninth Blu-ray Disc/DVD volumes will each include an unaired episode. The eighth volume will ship with Episode 21 and the unaired episode ""Dai Futatō to Han wa"" (a wordplay for ""Episode 20.5"") on May 25, 2011, while the ninth volume will ship with Episode 22 and the unaired episode ""Dai Futatō-ichi to Han wa"" (""Episode 21.5"") on June 22. ,
,
(Source: ANN)",https://cdn.myanimelist.net/images/anime/3/36543.jpg,"[{'url': 'https://cdn.myanimelist.net/images/anime/3/36543.jpg', 'path': 'full/07a9b3ffda0929df074c5546565efd11b1211876.jpg', 'checksum': 'ec0b7e6f87ebf62c3a6469863bf2708d', 'status': 'downloaded'}]",Mystery;Horror;Psychological;Supernatural;Thriller;Vampire,#858,7.79,,Shiki Specials
"Kenshi Masaki has been kidnapped and brought to the world of Geminar by a mysterious group. To get back home, he agrees to help them assassinate the newly crowned empress of the Shtrayu Empire, Lashara Aasu XXVIII, using a giant robot called a Sacred Mechanoid.,
 ,
As her army fights them off, Lashara takes note of Kenshi's abilities and demands that her attacker be captured alive, only to find out that the pilot is male which is extremely rare on Geminar. Believing it to be a waste to kill him, she makes Kenshi her attendant.,
 ,
As the empress' new servant, Kenshi is required to accompany Lashara to the Holy Land, an academy where Sacred Mechanoid pilots hone their skills. His arrival attracts attention, but Kenshi is unaware that something sinister is brewing within the academy and it could plunge the entire world into war.,
,
[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/2/20345.jpg,"[{'url': 'https://cdn.myanimelist.net/images/anime/2/20345.jpg', 'path': 'full/af1faf9db87a216ea5bc5b66a2f470f3ba82beb9.jpg', 'checksum': '0ab067884a0ade8f40261c9680969c40', 'status': 'downloaded'}]",Action;Comedy;Ecchi;Fantasy;Harem;Mecha;School,#852,7.80,,Isekai no Seikishi Monogatari
"Eight years after the mysterious death of his father, Kaito Kuroba, a slightly mischievous but otherwise ordinary teenager, discovers a shocking secret: the Phantom Thief Kaito Kid—also known as ""The Magician Under the Moonlight""—was none other than his own father. The former thief was murdered by a criminal organization seeking a mythical stone called the Pandora Gem, said to shed a tear with the passing of the Valley Comet that comes every ten thousand years. When the tear is consumed, the gem supposedly grants immortality.,
,
Vowing to bring those responsible for his father's death to justice, Kaito dons the Phantom Thief's disguise, stealing priceless jewels night after night to find the Pandora Gem before his enemies can use the power for themselves.,
,
[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/3/67807.jpg,"[{'url': 'https://cdn.myanimelist.net/images/anime/3/67807.jpg', 'path': 'full/78fbc4c494eacf43b161340180d3484fdc8bfe1e.jpg', 'checksum': '5f4d4ee58d9cf67f19d5272bcd9e9fc7', 'status': 'downloaded'}]",Adventure;Comedy;Romance;Shounen,#748,7.86,Fall 2014,Magic Kaito 1412
"After finally completing the first route of his visual novel, Blessing Software's producer Tomoya Aki is optimistic about the future of his team and achieving their goal of creating the best game of the season.,
,
However, they still have a long way to go. For one, Megumi Katou still has an incredibly flat personality and is unable to fit the role of Tomoya's ideal heroine. The other members of Blessing Software, Eriri Spencer Sawamura, Utaha Kasumigaoka, and Michiru Hyoudou, often forget she is even there due to her lack of presence and character. ,
,
Throughout the development of their game, Blessing Software learns the struggles of working in an industry where deadlines must be met and edits are made constantly, and the hardships of working in a group setting.,
,
[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/2/84797.jpg,"[{'url': 'https://cdn.myanimelist.net/images/anime/2/84797.jpg', 'path': 'full/7c7c832d3e4b2fde1de6c22dc02791a93c1a256d.jpg', 'checksum': '14829f145379063b2a785028369d1e3d', 'status': 'downloaded'}]",Harem;Comedy;Romance;Ecchi;School,#857,7.79,Spring 2017,Saenai Heroine no Sodatekata ♭
A new Sayonara Zetsubou Sensei OVA.,https://cdn.myanimelist.net/images/anime/9/17699.jpg,"[{'url': 'https://cdn.myanimelist.net/images/anime/9/17699.jpg', 'path': 'full/df4cddf4476fbbd983f6977edd0cce107be06ce1.jpg', 'checksum': '817b5814a37acbc56b0eca5b749a5497', 'status': 'downloaded'}]",Comedy;Parody;School;Shounen,#856,7.80,,Zan Sayonara Zetsubou Sensei Bangaichi
"Conan Edogawa is facing a dilemma: Ran Mouri has asked Shinichi Kudou out to the movies and he is unable to provide a convincing excuse not to go. However, when the day of the date arrives, he has more pressing problems to worry about—a great amount of plastic explosives has recently been stolen and the culprit has challenged Shinichi to find and dispose of the bombs he has scattered across the city. Now forced in a race against time, Conan must not only protect the city, but also figure out who the mastermind is and his reason for confronting Shinichi.,
,
[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/3/77131.jpg,"[{'url': 'https://cdn.myanimelist.net/images/anime/3/77131.jpg', 'path': 'full/29f2d9b8ea2049239a7de66b20be7d02b5d50097.jpg', 'checksum': '15f89dc289a0d4d5cbd296aeda29b676', 'status': 'downloaded'}]",Adventure;Mystery;Comedy;Police;Shounen,#744,7.86,,Detective Conan Movie 01: The Timed Skyscraper
